productid,locationid,calendarid,productcategoryid,startdate,enddate,divisionid,unitcost_sum,unitcost_count,initunitprice_sum,initunitprice_count,initunitvol,initrev,optunitprice_sum,optunitprice_count,optunitvol,optrev
55,5,3,72,2012-05-25,2011-04-14,4,99.86,29,1170.31,65,91,1923.73,1748.15,59,91,1076.66
55,5,4,32,2012-06-29,2012-10-20,3,783.46,30,983.5,18,85,130.52,1220.14,46,71,1063.48
55,5,5,92,2012-01-15,2012-03-22,1,993.21,69,431.7,10,27,1252.18,176.92,10,24,934.05
55,5,6,44,2012-01-16,2012-06-20,4,688.13,27,1908.4,77,65,442.66,652.2,55,57,758.8
55,5,7,1,2011-05-29,2011-05-01,2,581.25,27,1779.61,77,77,1041.36,911.93,94,23,1104.35
55,5,8,10,2011-10-02,2011-05-21,3,492.01,19,595.04,95,39,526.28,921.89,80,14,1467.81
55,5,9,67,2012-04-20,2011-03-14,1,982.7,88,1858.9,71,2,1191.48,1563.31,64,37,1671.83
55,5,10,88,2011-11-12,2011-01-15,1,164.76,65,1347.97,26,41,753.12,1091.81,11,70,1494.81
55,6,1,55,2012-03-23,2011-10-16,3,964.17,98,1267.47,84,80,996.2,1925.57,23,35,497.15
55,6,2,46,2012-05-07,2011-04-25,1,451.56,90,1246.91,44,71,1458.57,784.67,89,27,104.13
55,6,3,13,2011-11-29,2012-10-18,2,389.88,19,228.24,47,29,1673.52,1056.44,36,31,1459.77
55,6,4,34,2011-09-19,2011-05-12,3,830.0,6,1933.14,89,88,1139.5,644.5,91,93,1387.28
55,6,5,23,2012-12-06,2012-06-15,4,152.88,80,104.09,89,73,1149.67,1166.15,83,42,730.06
55,6,6,51,2012-01-23,2012-09-23,1,17.14,20,1151.74,61,5,1594.88,867.52,72,36,816.92
55,6,7,85,2012-12-15,2012-10-16,2,230.34,94,807.82,5,46,337.0,404.94,44,94,470.0
55,6,8,36,2012-11-11,2012-04-10,2,266.11,17,368.34,5,86,429.68,1790.06,7,37,1186.84
55,6,9,56,2011-11-20,2011-08-25,2,663.78,25,1876.65,82,57,1176.04,1476.53,30,2,612.17
55,6,10,96,2012-06-29,2011-11-09,4,140.86,34,725.58,40,1,588.82,1580.44,40,8,806.56
55,7,1,98,2011-07-24,2012-09-04,1,999.39,64,721.76,86,83,392.5,1998.34,48,51,1329.96
55,7,2,14,2011-02-01,2012-07-06,1,706.34,13,1281.04,8,4,1703.55,1227.12,14,10,150.93
55,7,3,65,2012-07-22,2012-01-03,1,495.89,3,1090.94,100,17,1739.74,46.5,81,55,1513.23
55,7,4,31,2012-02-10,2012-01-31,3,894.88,69,37.84,41,31,1990.41,1343.53,49,17,1009.9
55,7,5,47,2012-06-24,2011-09-14,2,603.31,45,587.96,63,85,838.43,1335.79,72,8,1410.0
55,7,6,87,2012-02-14,2011-04-27,3,90.42,77,1262.73,9,19,1574.75,472.73,25,70,6.53
55,7,7,100,2012-02-04,2011-02-23,2,605.6,23,353.99,43,68,314.77,363.25,59,57,75.75
55,7,8,51,2012-10-06,2011-05-04,4,308.57,79,86.92,32,45,370.83,22.15,87,18,1242.16
55,7,9,8,2012-08-20,2011-10-01,3,8.83,81,866.22,1,64,887.83,370.89,31,78,517.96
55,7,10,66,2011-08-21,2011-02-06,3,364.01,22,656.11,20,76,1328.24,754.3,71,17,207.57
55,8,1,66,2011-03-16,2012-02-12,2,851.59,89,788.42,46,12,153.51,1261.69,81,79,1647.04
55,8,2,58,2011-05-19,2012-06-28,2,626.01,53,1618.71,51,59,1868.6,1414.75,22,94,1950.47
55,8,3,25,2012-07-06,2012-05-12,1,913.82,59,408.86,7,38,1432.24,785.3,15,26,373.76
55,8,4,67,2012-10-22,2011-08-15,2,877.1,54,321.07,36,74,1802.7,431.55,12,51,161.36
55,8,5,38,2011-09-15,2011-09-04,2,923.42,43,1779.05,97,55,1986.45,486.41,84,50,1608.99
55,8,6,26,2011-10-24,2011-01-06,3,158.7,28,213.27,67,23,1913.43,367.34,21,98,629.72
55,8,7,99,2012-02-22,2011-04-15,4,101.73,89,943.24,6,20,1319.78,1569.01,66,34,429.74
55,8,8,67,2012-03-29,2011-10-03,4,778.3,33,1208.56,14,84,858.46,1209.02,56,31,644.24
55,8,9,40,2011-11-27,2011-10-12,4,687.41,69,1090.31,67,72,425.91,409.41,48,4,1191.79
55,8,10,81,2012-03-10,2012-04-06,1,498.61,80,403.96,68,74,815.68,514.84,80,54,1620.52
55,9,1,21,2011-04-29,2011-06-23,4,367.66,12,1275.17,97,56,784.69,995.51,86,45,884.67
55,9,2,52,2011-07-18,2011-07-28,4,970.58,26,1761.75,82,95,1863.5,1994.65,64,22,550.45
55,9,3,83,2012-07-10,2011-11-11,3,898.05,39,761.27,54,84,426.23,335.68,73,72,448.13
55,9,4,50,2011-02-02,2011-12-26,4,102.06,78,617.09,82,21,169.58,933.22,6,46,718.12
55,9,5,66,2011-04-29,2012-10-11,2,571.32,78,30.87,43,56,271.99,601.31,8,7,799.94
55,9,6,21,2011-10-16,2012-09-22,3,538.85,1,1483.41,58,97,930.35,1137.27,51,40,1440.79
55,9,7,24,2012-11-11,2012-05-16,4,381.82,43,402.2,73,88,557.94,227.04,4,17,677.72
55,9,8,2,2011-04-07,2012-07-01,4,734.24,42,465.38,82,2,1451.82,1181.74,94,11,1041.02
55,9,9,96,2011-01-07,2012-05-16,3,939.24,99,369.29,99,38,1050.59,631.49,33,80,1424.86
55,9,10,25,2011-11-04,2011-08-22,2,996.32,92,1961.66,42,70,1079.26,1834.77,25,61,555.31
55,10,1,91,2012-07-22,2012-09-28,4,702.12,27,1680.13,98,18,1267.46,1285.29,61,38,372.12
55,10,2,82,2011-08-13,2012-09-27,4,52.37,95,1665.37,38,96,1199.46,1750.38,77,82,289.55
55,10,3,63,2012-03-25,2011-03-27,2,856.52,17,534.99,77,60,789.04,643.29,26,15,726.54
55,10,4,5,2012-10-27,2011-08-01,1,296.66,1,1457.28,24,41,1344.39,1254.25,39,85,328.9
55,10,5,70,2012-12-18,2012-09-27,4,648.14,38,917.0,19,39,1136.11,1325.88,85,56,1875.9
55,10,6,22,2011-01-26,2011-05-21,2,380.95,58,715.62,98,33,1121.94,812.68,37,34,46.61
55,10,7,38,2012-10-16,2012-07-04,1,149.78,3,1529.65,56,15,1621.44,977.25,8,90,1569.73
55,10,8,42,2011-12-31,2011-09-27,3,128.6,54,553.79,83,51,490.58,1942.33,21,8,236.81
55,10,9,50,2012-12-20,2011-09-13,2,454.41,13,1269.09,62,31,1397.86,1845.6,26,16,1363.09
55,10,10,10,2012-06-05,2011-12-01,3,434.55,94,215.88,6,17,698.82,592.38,96,23,597.25
56,1,1,33,2011-07-30,2012-10-24,3,243.56,61,1112.87,38,1,1544.85,193.29,53,96,975.44
56,1,2,90,2011-05-20,2011-01-03,1,198.13,76,1376.36,61,28,940.01,277.27,49,30,1710.11
56,1,3,23,2011-04-22,2011-11-14,2,307.99,49,566.63,7,9,648.28,951.92,56,21,1028.79
56,1,4,52,2011-02-07,2012-08-12,2,282.82,49,846.11,84,19,1178.93,1022.0,48,73,1970.33
56,1,5,72,2012-11-11,2011-01-06,3,681.94,100,414.88,5,36,644.41,64.86,51,8,83.02
56,1,6,73,2011-03-04,2011-01-09,4,560.75,97,118.92,11,58,1433.53,163.43,63,47,1927.02
56,1,7,63,2012-06-01,2012-08-11,4,155.36,23,1029.05,52,23,1700.82,1015.74,10,81,1834.24
56,1,8,37,2011-01-30,2011-11-01,3,580.56,57,1551.86,6,33,1271.14,1664.82,83,3,1266.05
56,1,9,29,2012-04-22,2012-01-29,4,839.76,39,1413.76,99,81,492.83,598.74,65,9,34.61
56,1,10,41,2012-03-06,2011-03-24,3,733.28,73,711.36,82,72,486.77,333.4,53,26,100.05
56,2,1,14,2011-07-30,2012-10-28,4,703.13,66,1030.26,53,75,987.81,1358.49,16,36,1629.71
56,2,2,16,2011-06-12,2012-09-11,3,324.55,67,1316.91,1,76,1089.7,503.4,33,80,1223.49
56,2,3,22,2012-04-28,2012-04-23,1,467.75,56,1531.9,48,91,1922.01,188.23,37,73,1070.7
56,2,4,39,2012-04-03,2011-11-29,4,293.86,17,273.11,90,56,1908.82,1624.55,1,27,1160.23
56,2,5,55,2012-05-29,2012-01-12,1,349.57,44,9.78,69,22,1361.71,1301.63,19,11,1877.18
56,2,6,99,2011-09-21,2011-12-19,1,879.29,75,203.86,49,44,1811.15,525.28,57,44,1868.99
56,2,7,87,2012-01-06,2012-05-30,2,254.68,48,1012.15,62,1,60.03,899.22,28,51,454.14
56,2,8,82,2011-12-14,2012-09-13,2,438.57,9,693.17,30,62,1488.04,624.47,14,48,235.85
56,2,9,97,2011-02-20,2011-04-24,2,405.75,37,1103.4,93,59,1683.47,1670.53,82,20,1824.93
56,2,10,16,2012-12-23,2012-12-24,2,967.87,99,643.88,83,25,538.76,1585.9,56,59,1421.28
56,3,1,39,2012-02-13,2011-08-26,4,536.35,15,878.3,20,34,460.61,1933.16,54,33,954.65
56,3,2,75,2011-12-15,2011-01-16,1,667.97,97,634.64,45,6,1056.26,387.33,87,63,908.98
56,3,3,42,2011-09-08,2011-09-11,2,844.14,87,1249.49,88,32,155.32,1972.83,88,56,1856.36
56,3,4,46,2012-12-03,2011-01-08,1,159.14,24,1147.68,17,29,810.32,529.47,98,75,905.42
56,3,5,87,2012-06-24,2012-04-17,3,105.62,89,393.56,13,51,1512.5,1091.09,73,55,152.07
56,3,6,43,2011-07-25,2011-06-10,3,614.77,55,292.17,39,12,67.16,885.9,78,98,284.01
56,3,7,85,2012-12-30,2012-03-11,1,80.81,12,1317.29,78,3,501.23,939.24,13,33,1761.95
56,3,8,93,2012-05-02,2011-09-06,1,72.82,28,1369.92,69,35,683.62,470.23,85,2,746.7
56,3,9,34,2012-05-13,2011-01-14,2,707.15,16,1252.59,78,24,265.98,1496.51,93,1,1893.18
56,3,10,34,2012-09-11,2011-09-22,1,177.48,69,142.5,8,49,1732.51,704.78,20,65,129.6
56,4,1,59,2011-09-22,2011-04-24,3,393.77,8,1161.18,13,21,1831.94,741.53,56,52,551.65
56,4,2,24,2012-01-23,2011-05-01,2,968.68,97,1199.51,22,95,467.34,971.7,8,49,975.57
56,4,3,97,2012-06-22,2012-11-16,3,71.17,68,641.61,11,3,927.24,1004.99,68,2,1734.81
56,4,4,67,2011-04-07,2011-09-24,4,737.26,53,453.03,2,32,653.72,769.99,37,56,663.72
56,4,5,48,2012-11-14,2011-12-20,1,632.78,64,107.23,76,90,1133.68,901.36,94,98,774.73
56,4,6,24,2011-06-03,2011-01-11,2,56.7,28,893.49,2,22,869.16,1983.06,38,33,1156.97
56,4,7,15,2011-05-20,2012-12-28,3,357.75,51,654.13,97,100,67.18,1898.57,75,56,1670.19
56,4,8,11,2011-10-07,2011-03-27,3,114.12,57,1173.58,80,70,1479.23,1353.81,46,8,689.76
56,4,9,41,2011-04-20,2012-02-02,4,952.75,2,458.47,96,76,764.59,66.07,34,69,818.3
56,4,10,95,2011-10-03,2012-01-29,4,887.69,78,1741.96,53,49,1163.24,415.83,56,60,882.78
56,5,1,13,2011-03-16,2011-04-28,2,914.51,6,1842.84,6,30,1674.22,873.93,98,8,520.54
56,5,2,5,2012-02-08,2011-09-06,2,735.88,71,1208.28,70,17,1287.15,931.8,59,53,224.03
56,5,3,61,2012-12-07,2011-09-29,4,811.78,43,1471.5,20,75,1537.39,925.88,49,27,455.54
56,5,4,23,2011-06-25,2012-03-05,3,738.92,49,723.47,41,65,130.58,752.99,18,2,937.31
56,5,5,17,2011-09-01,2012-03-10,3,584.63,89,800.49,31,89,1796.06,1517.66,15,65,535.68
56,5,6,97,2011-04-07,2012-08-28,4,522.0,68,405.02,22,23,552.19,128.89,35,55,1855.3
56,5,7,91,2012-09-23,2012-09-17,3,617.0,20,538.18,16,15,992.5,6.83,18,32,1099.82
56,5,8,9,2012-10-13,2012-04-04,2,151.59,34,1300.79,59,12,1305.37,856.41,21,33,1871.71
56,5,9,46,2011-09-18,2011-11-06,2,339.75,7,1399.87,7,38,1316.83,68.9,76,10,77.34
56,5,10,97,2011-11-13,2011-03-02,1,470.18,23,512.5,40,85,35.46,1323.06,23,7,321.75
56,6,1,28,2012-09-15,2012-11-11,1,318.23,65,1422.05,17,91,1490.37,840.89,11,55,1138.14
56,6,2,74,2012-03-20,2012-04-20,2,356.0,79,1432.52,74,53,1379.54,271.88,54,97,244.38
56,6,3,93,2011-09-23,2011-12-27,2,309.79,8,1408.3,11,69,409.98,1428.69,18,84,1684.36
56,6,4,19,2012-02-28,2011-10-15,2,539.33,34,796.65,95,19,824.98,1669.9,85,85,1421.12
56,6,5,6,2011-11-09,2012-01-13,4,876.7,14,1737.12,5,44,344.02,905.42,10,100,1161.62
56,6,6,93,2012-02-08,2011-01-28,4,820.09,68,1235.14,95,62,1587.79,252.86,78,68,1229.7
56,6,7,15,2012-08-04,2012-09-13,3,828.73,62,1762.23,74,46,1028.87,546.61,21,75,1803.41
56,6,8,58,2011-09-26,2012-09-05,4,871.83,61,714.09,43,11,1879.05,127.92,48,9,1423.36
56,6,9,18,2011-11-19,2012-03-24,2,442.69,10,1287.02,33,67,51.79,110.69,10,48,1071.72
56,6,10,74,2012-02-27,2012-02-12,4,722.39,7,1524.96,48,18,407.7,1015.58,24,45,1526.93
56,7,1,29,2011-09-16,2011-08-22,3,443.38,92,1465.3,71,20,1901.74,874.21,80,32,231.41
56,7,2,80,2011-01-28,2012-03-19,3,374.77,100,400.41,14,28,1806.51,142.84,24,17,465.84
56,7,3,9,2011-10-14,2012-08-06,1,220.22,61,311.83,19,52,300.01,1766.25,2,71,1252.94
56,7,4,22,2012-08-15,2012-05-12,2,699.07,6,389.6,34,81,831.83,1965.7,87,5,987.14
56,7,5,20,2012-04-26,2011-10-11,2,354.03,88,442.57,47,77,37.23,1660.36,44,67,1960.46
56,7,6,48,2011-12-11,2011-07-09,2,512.37,67,572.17,38,72,1208.64,183.19,14,50,346.42
56,7,7,29,2012-10-25,2011-09-26,2,66.49,14,640.04,62,54,1542.78,1360.55,11,92,44.53
56,7,8,97,2011-04-26,2011-08-26,1,822.8,61,1089.35,86,9,1644.88,995.33,87,86,740.14
56,7,9,19,2012-02-21,2011-05-23,1,739.38,75,1952.21,74,45,675.33,645.5,9,3,1365.86
56,7,10,94,2012-01-21,2012-11-26,1,444.59,70,1235.31,32,55,16.92,1471.72,90,1,220.44
56,8,1,23,2012-08-22,2011-06-20,4,168.71,2,476.19,23,51,1892.84,426.34,33,94,1191.59
56,8,2,92,2011-08-28,2012-10-23,2,697.15,89,1861.13,84,41,1919.01,1479.49,51,18,1752.17
56,8,3,26,2011-08-15,2012-03-29,2,961.29,8,177.09,28,19,1516.94,662.76,7,30,1806.97
56,8,4,85,2011-07-02,2011-06-17,2,112.74,80,261.6,14,21,1057.24,1824.01,13,46,1674.72
56,8,5,48,2011-05-30,2011-08-08,1,851.3,71,1873.48,26,38,897.2,1109.99,2,14,1959.46
56,8,6,70,2012-02-26,2011-12-09,2,456.23,15,1216.53,87,71,1674.4,1478.67,48,87,1700.55
56,8,7,66,2012-11-27,2011-03-31,3,915.01,67,654.14,29,41,1103.59,1051.48,61,34,798.22
56,8,8,24,2012-02-07,2012-03-23,1,318.8,35,612.8,30,54,1318.94,305.34,76,32,1122.74
56,8,9,53,2012-12-05,2011-09-03,3,979.36,4,534.01,14,42,440.37,199.84,89,8,163.16
56,8,10,31,2011-05-16,2011-03-14,3,524.3,36,1407.27,12,95,215.19,1805.82,7,19,1654.21
56,9,1,74,2012-05-15,2011-09-28,3,304.58,58,1663.45,92,75,1931.59,6.47,30,13,654.64
56,9,2,15,2012-03-08,2012-02-15,4,209.03,76,1235.67,13,50,1457.65,540.36,27,20,1623.42
56,9,3,65,2011-01-08,2011-07-23,1,754.25,20,76.39,68,67,417.27,1843.29,33,79,751.82
56,9,4,100,2012-12-27,2011-07-07,2,948.55,23,310.43,72,26,196.75,222.7,82,9,539.49
56,9,5,69,2011-07-17,2011-05-02,4,357.55,2,399.96,40,28,1429.68,51.54,5,73,420.89
56,9,6,3,2011-08-05,2011-05-27,3,720.52,23,1861.62,61,4,1981.76,1561.99,12,66,1191.11
56,9,7,100,2012-12-21,2011-05-01,2,938.54,2,208.47,69,14,801.81,113.24,87,7,708.03
56,9,8,70,2011-02-10,2011-03-26,2,484.53,69,1637.18,29,29,1854.45,398.8,83,18,123.45
56,9,9,49,2012-03-07,2011-06-26,3,337.83,64,1075.0,11,35,1161.45,306.48,2,65,1440.65
56,9,10,18,2011-10-16,2011-10-05,2,825.09,97,1750.46,15,52,131.48,1196.67,100,64,1145.5
56,10,1,23,2011-05-12,2011-09-29,3,942.8,5,1830.77,9,52,1525.11,1095.52,74,86,598.37
56,10,2,12,2011-09-12,2011-09-10,2,442.35,94,214.07,3,5,788.85,623.96,10,20,703.17
56,10,3,32,2011-03-17,2011-06-07,1,461.4,16,440.84,77,58,570.33,68.49,56,87,519.39
56,10,4,59,2011-07-25,2011-11-30,1,401.28,59,1830.35,42,64,870.35,328.33,34,25,774.26
56,10,5,91,2011-03-26,2011-04-18,2,876.51,43,659.39,15,96,1198.24,203.23,19,94,20.12
56,10,6,32,2011-09-19,2011-12-13,4,262.67,18,1133.93,71,82,628.16,206.62,82,82,417.69
56,10,7,71,2011-10-07,2011-10-24,2,954.86,62,164.52,13,26,451.23,927.7,90,54,1084.18
56,10,8,84,2011-08-04,2011-02-23,1,441.6,49,651.28,25,57,1250.28,554.88,32,78,193.29
56,10,9,41,2012-01-27,2011-09-02,3,511.64,44,1112.17,5,12,207.67,1549.0,71,72,1707.98
56,10,10,87,2012-12-25,2012-05-01,4,168.65,76,1270.45,34,68,719.63,898.81,46,48,1657.0
57,1,1,55,2011-12-29,2012-07-03,4,35.38,81,42.1,89,65,978.02,818.51,85,27,1351.65
57,1,2,24,2012-09-10,2012-02-12,1,579.97,93,1712.64,55,76,35.35,16.16,18,42,1608.1
57,1,3,15,2012-03-09,2011-04-21,3,818.4,100,331.34,84,50,540.35,218.79,32,79,552.6
57,1,4,77,2011-06-23,2012-06-02,2,894.58,29,735.73,94,19,448.63,654.32,28,23,1959.1
57,1,5,29,2012-08-01,2012-09-12,1,340.63,91,1716.37,11,56,1568.05,408.59,69,88,223.93
57,1,6,29,2011-01-20,2012-10-25,3,241.13,5,508.78,57,18,1447.61,1032.92,10,17,1969.82
57,1,7,9,2011-03-22,2012-04-12,1,808.56,13,878.56,63,23,704.63,1838.32,84,42,101.99
57,1,8,30,2011-10-18,2011-06-16,4,2.63,28,436.65,59,73,1764.01,1211.73,74,15,1322.49
57,1,9,84,2012-06-20,2012-07-09,4,181.55,15,1644.2,30,63,1062.17,1249.28,99,66,674.36
57,1,10,83,2011-06-07,2011-07-19,2,556.25,59,1955.69,91,63,366.92,1821.44,70,19,1711.5
57,2,1,95,2011-03-24,2011-11-14,3,971.76,7,1237.17,91,75,1295.21,380.98,53,60,1423.51
57,2,2,23,2011-06-17,2011-06-07,3,418.03,81,161.1,87,46,841.08,564.97,92,2,529.58
57,2,3,80,2011-10-29,2012-01-12,1,822.76,14,1156.22,60,3,1124.52,998.79,65,49,1688.39
57,2,4,72,2011-12-12,2012-07-02,1,678.34,90,631.07,1,18,1507.63,1525.26,2,55,1479.71
57,2,5,11,2011-11-21,2012-11-26,3,80.66,98,1551.8,8,68,1842.81,1653.26,30,8,1371.94
57,2,6,36,2011-09-28,2011-12-22,4,998.82,11,1272.76,10,48,1187.74,481.75,94,95,822.37
57,2,7,49,2011-12-06,2012-05-13,4,858.98,50,94.63,6,65,182.28,999.57,95,46,1301.81
57,2,8,35,2012-07-29,2012-07-17,2,123.7,64,1534.56,20,88,11.39,1268.92,96,73,444.38
57,2,9,76,2012-08-17,2012-09-21,1,403.59,74,811.92,38,13,1065.93,1074.67,3,88,1184.46
57,2,10,100,2012-05-18,2011-08-29,1,870.76,26,1440.66,81,4,1121.79,1116.38,82,86,426.43
57,3,1,59,2012-11-07,2012-09-05,2,530.03,73,1131.95,34,46,276.5,1485.13,66,82,1803.39
57,3,2,51,2012-06-03,2011-02-21,1,748.23,90,342.33,73,56,129.65,469.3,46,52,967.6
57,3,3,44,2012-03-29,2012-01-19,1,885.41,17,1080.45,93,50,1778.63,291.42,76,30,1870.25
57,3,4,48,2012-03-11,2012-09-01,2,195.4,14,415.11,38,30,724.11,324.67,95,22,944.77
57,3,5,40,2012-07-02,2011-04-26,4,480.78,65,728.23,11,100,1822.73,1834.97,57,84,1486.61
57,3,6,34,2012-02-29,2011-09-05,2,212.38,65,214.23,12,50,450.06,1197.97,93,59,276.74
57,3,7,63,2012-01-18,2012-02-08,3,355.78,75,682.07,41,51,495.07,1489.74,67,23,1530.0
57,3,8,40,2012-07-30,2011-11-23,4,430.68,62,1608.44,57,7,1634.4,1772.59,41,10,1488.63
57,3,9,33,2011-04-23,2011-08-07,3,969.48,19,1537.55,17,44,262.94,1575.19,80,92,1279.73
57,3,10,65,2011-10-18,2012-03-01,1,374.5,47,1534.03,96,69,1198.04,1722.46,83,10,733.03
57,4,1,66,2012-06-12,2012-02-07,2,289.86,47,189.03,96,87,1854.96,747.56,99,60,717.67
57,4,2,9,2011-08-13,2012-04-03,1,29.26,24,567.77,41,62,379.84,1302.78,4,2,109.05
57,4,3,64,2012-12-12,2012-06-11,4,894.7,4,1827.2,53,23,1823.43,1650.7,85,19,152.56
57,4,4,92,2011-02-11,2012-06-24,2,896.81,50,938.6,63,8,1281.14,1105.03,83,63,453.9
57,4,5,59,2011-05-30,2011-01-14,2,900.63,45,1345.9,82,77,1076.54,464.23,13,79,320.13
57,4,6,77,2012-02-03,2012-08-09,4,968.84,25,591.86,92,41,1172.4,1737.35,1,91,481.37
57,4,7,94,2012-05-17,2011-07-21,1,174.74,14,133.87,12,79,211.09,1734.46,100,45,1926.25
57,4,8,78,2012-06-25,2012-07-31,3,837.86,84,701.63,8,64,1380.32,831.61,23,74,1964.65
57,4,9,42,2011-09-20,2012-08-06,1,760.02,8,238.46,65,93,537.41,758.87,91,67,230.69
57,4,10,41,2012-08-19,2012-10-15,4,715.62,91,824.7,9,60,1631.01,876.16,90,17,901.37
57,5,1,40,2012-03-06,2011-09-22,2,440.16,82,1553.8,92,70,500.5,167.34,93,55,1963.9
57,5,2,84,2012-04-29,2011-12-02,3,467.5,32,979.9,30,54,1423.86,134.83,6,29,469.64
57,5,3,31,2011-07-24,2011-03-29,2,729.74,64,1563.6,55,18,694.7,507.04,76,69,689.58
57,5,4,8,2012-06-18,2011-08-29,2,867.79,94,75.83,2,13,92.74,258.24,61,30,176.87
57,5,5,31,2011-07-28,2011-04-26,4,109.11,9,1957.8,37,86,151.98,1527.9,2,56,745.85
57,5,6,15,2012-08-09,2012-05-20,4,343.06,85,1367.93,67,81,791.64,524.98,55,96,1349.29
57,5,7,92,2012-04-24,2011-01-17,3,535.45,79,924.22,13,22,1966.95,594.15,10,26,1649.67
57,5,8,47,2011-08-11,2012-02-17,4,677.7,78,1246.81,7,92,357.06,334.68,87,11,1477.11
57,5,9,94,2011-08-30,2011-02-05,1,791.27,80,1842.27,90,27,1713.17,727.76,87,8,241.43
57,5,10,21,2011-03-20,2011-02-15,4,57.03,92,1886.02,97,3,520.03,548.12,78,2,322.13
57,6,1,96,2012-04-16,2011-01-01,3,309.98,30,167.11,8,10,484.49,1951.37,7,59,235.62
57,6,2,77,2012-08-22,2012-12-15,4,222.7,46,864.0,70,55,1509.39,1610.65,16,98,1162.43
57,6,3,74,2012-06-09,2011-05-23,2,75.01,70,1744.45,90,89,1575.41,1926.76,80,94,99.27
57,6,4,91,2011-04-22,2011-02-17,2,125.05,92,1215.5,70,31,186.89,399.26,91,47,1783.3
57,6,5,1,2012-03-29,2012-06-16,1,294.72,64,1509.12,10,70,77.14,1915.79,77,85,1746.27
57,6,6,18,2012-07-14,2012-11-29,3,891.98,61,1754.32,42,37,1838.17,1416.45,29,72,1078.76
57,6,7,92,2012-10-14,2011-12-04,2,473.95,66,1311.31,61,93,1204.31,979.92,77,88,319.37
57,6,8,57,2011-09-19,2011-07-09,1,129.01,94,90.51,96,90,151.77,1195.45,24,97,1654.07
57,6,9,50,2011-11-15,2012-10-12,4,873.16,10,228.84,17,34,452.48,689.82,18,100,173.73
57,6,10,52,2012-08-13,2012-08-21,3,120.08,14,1454.67,41,23,177.44,467.13,44,39,753.1
57,7,1,63,2011-07-26,2011-09-29,4,46.61,86,868.57,2,27,222.01,584.01,8,82,1662.74
57,7,2,85,2011-10-13,2012-08-04,3,453.22,100,1424.65,12,16,407.12,340.01,82,9,192.97
57,7,3,17,2012-12-14,2011-09-01,3,283.12,34,1856.84,33,55,1065.74,1107.87,100,98,1772.24
57,7,4,100,2011-10-23,2011-11-12,1,680.78,56,1000.58,79,39,883.04,1236.88,36,15,941.32
57,7,5,37,2012-08-05,2011-08-31,1,612.3,71,1270.78,32,7,374.12,300.91,35,2,295.52
57,7,6,94,2011-10-26,2012-02-18,2,229.45,1,882.34,42,6,1698.21,1264.01,61,88,293.57
57,7,7,91,2011-12-04,2012-04-30,2,356.82,71,26.48,86,77,1806.68,642.79,80,72,1415.76
57,7,8,23,2012-03-18,2011-07-17,2,487.79,26,377.34,50,98,567.36,617.1,36,76,1434.13
57,7,9,17,2011-01-10,2012-08-01,3,689.54,59,683.56,87,37,895.39,365.72,88,38,1753.05
57,7,10,23,2012-01-08,2011-07-02,2,310.29,21,1383.06,50,47,1914.01,43.94,93,99,817.54
57,8,1,5,2011-07-15,2012-06-16,3,756.0,37,816.39,24,77,1020.56,1260.22,47,41,423.03
57,8,2,42,2012-03-18,2012-07-05,2,392.93,42,1398.93,32,10,644.67,1478.82,84,77,1150.4
57,8,3,89,2011-02-06,2012-10-10,4,925.74,62,777.62,70,12,691.79,1461.23,70,42,1543.76
57,8,4,49,2012-09-11,2012-02-19,2,920.7,40,798.25,58,52,1278.74,1215.15,25,35,1692.69
57,8,5,28,2011-09-16,2012-03-14,2,634.23,6,903.71,18,8,1552.5,1718.21,1,29,588.05
57,8,6,36,2011-05-06,2011-04-06,2,51.88,76,1568.79,11,40,1559.07,877.79,18,32,383.1
57,8,7,6,2011-11-28,2011-07-18,2,669.4,24,1326.23,79,60,1834.6,144.59,3,37,571.9
57,8,8,61,2011-07-16,2011-12-04,3,825.12,54,752.51,26,97,1175.17,1711.65,47,34,1309.57
57,8,9,25,2011-07-22,2011-09-01,2,197.1,74,202.37,89,25,577.03,1172.06,1,94,1967.55
57,8,10,62,2011-08-03,2011-10-06,3,435.29,34,1195.38,64,28,133.72,1412.65,58,45,844.01
57,9,1,49,2012-09-08,2012-06-13,1,451.16,52,1045.33,21,69,1013.7,726.63,18,8,26.52
57,9,2,40,2012-04-25,2011-08-27,1,255.62,91,1377.48,92,44,1948.25,604.29,22,26,1063.74
57,9,3,69,2012-05-08,2012-05-06,1,861.18,98,1169.96,38,98,1539.28,203.37,87,13,1249.54
57,9,4,99,2011-11-05,2011-12-21,2,295.3,73,1909.16,27,56,1848.3,1138.48,62,25,1601.7
57,9,5,97,2011-11-11,2012-09-10,3,724.45,88,879.38,84,10,1072.42,781.88,70,12,991.3
57,9,6,82,2011-03-07,2011-07-30,1,650.48,6,1586.84,73,4,890.92,1695.6,3,40,1512.85
57,9,7,12,2012-10-24,2012-08-27,2,529.78,21,165.34,18,83,1475.08,754.77,44,20,819.06
57,9,8,18,2012-04-18,2011-04-09,1,995.56,90,487.18,88,47,1550.45,571.37,85,90,292.57
57,9,9,40,2012-03-10,2011-12-15,1,628.91,22,141.59,8,13,1541.59,484.34,25,10,232.75
57,9,10,57,2012-09-10,2012-08-17,2,191.36,47,1969.51,57,70,636.52,1738.67,55,11,1740.38
